code,NAME,DATE,TYPE,TITLE,DURATION,LINK,ENG SUB,MEMBERS,KEYWORDS,TAG,ERA,SEASON,EPISODE,SOURCE,NOTES,ALT LINKS
2405265,2024.05.22 [FANCAM] Show Champion - tripleS YooYeon- ‘Non Scale’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Kim YooYeon (트리플에스 김유연) - Non Scale | Show Champion | EP.518 | 240522,0:03:34,https://youtu.be/DR55QZfxtEQ,,Yooyeon,"4K,assemble24,fancam,music show,non scale,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405266,2024.05.22 [FANCAM] Show Champion - tripleS SoHyun - ‘Non Scale’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Park SoHyun (트리플에스 박소현) - Non Scale | Show Champion | EP.518 | 240522,0:03:34,https://youtu.be/_fYr8ANs-2o,,Sohyun,"4K,assemble24,fancam,music show,non scale,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405267,2024.05.22 [FANCAM] Show Champion - tripleS JiWoo - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Lee JiWoo(트리플에스 이지우) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:41,https://youtu.be/sDMO3NnYKzM,,Jiwoo,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405268,2024.05.22 [FANCAM] Show Champion - tripleS YooYeon - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Kim YooYeon(트리플에스 김유연) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:41,https://youtu.be/pVFBaBAxZgI,,Yooyeon,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405269,2024.05.22 [FANCAM] Show Champion - tripleS NaKyoung - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Kim NaKyoung(트리플에스 김나경) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:40,https://youtu.be/5FPfCSz-zho,,Nakyoung,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405270,2024.05.22 [FANCAM] Show Champion - tripleS Kotone - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Kotone(트리플에스 코토네) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:41,https://youtu.be/nLtYC_DjrMc,,Kotone,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405271,2024.05.22 [FANCAM] Show Champion - tripleS Xinyu - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Xinyu(트리플에스 신위) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:42,https://youtu.be/DIDiYHg41ro,,Xinyu,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405272,2024.05.22 [FANCAM] Show Champion - tripleS ChaeWon - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS Kim ChaeWon(트리플에스 김채원) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:41,https://youtu.be/SizcTrdCzi8,,Chaewon,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405273,2024.05.22 [FANCAM] Show Champion - tripleS SeoAh - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS SeoAh(트리플에스 서아) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:41,https://youtu.be/ecF7vAtAjwk,,Seoah,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405274,2024.05.22 [FANCAM] Show Champion - tripleS JiYeon - ‘Girls Never Die’,2024-05-22,Fancam,[쇼챔직캠 4K] tripleS JiYeon(트리플에스 지연) - Girls Never Die | Show Champion | EP.518 | 240522,0:03:41,https://youtu.be/jaUVHCkKfLM,,Jiyeon,"4K,assemble24,fancam,girls never die,music show,show champion","fancam,music show,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405275,2024.05.22 [SIGNAL],2024-05-22,SIGNAL,tripleS and WAV dream together! Girls Never Die comments reading session! | EN | SIGNAL 240522,0:08:16,https://youtu.be/CGJ6n4ZwtX4,YES,"Chaeyeon,Nien,Sohyun","cream office,reading comments,wav comments","official,youtube",ASSEMBLE24,Divine01,SIGNAL 522,tripleS official,,
2405276,2024.05.22 [FANCAM] tripleS at KUTOPIA Festival Day 2 (Rising OT20),2024-05-22,"Fancam,Performance",[FULL FOCUS] 고려대학교 축제 tripleS (트리플에스) Full ver.ㅣ240522 석탑대동제 KUTOPIA 2일차,0:03:01,https://youtu.be/ZKN8W5dYzgw,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,performance,rising,university festival","official,youtube",ASSEMBLE24,Divine01,,KUTV,,
2405277,2024.05.22 [FANCAM] tripleS at KUTOPIA Festival Day 2 (Full Set OT24),2024-05-22,"Fancam,Performance",[FULL FOCUS] 고려대학교 축제 tripleS (트리플에스) Full ver.ㅣ240522 석탑대동제 KUTOPIA 2일차,0:11:26,https://youtu.be/ZKN8W5dYzgw&t=181,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,girls never die,non scale,performance,university festival","fancam,youtube",ASSEMBLE24,Divine01,,KUTV,"Setlist: Non Scale, Girls Never Die",
2405278,2024.05.23 [BEHIND] The Show Behind 240514,2024-05-23,Behind,[ENG SUB] Recap & Behind the Scenes of tripleS' 1st Win | The Show Behind,0:10:46,https://youtu.be/GgPVAcAcNWk,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","1st win,broadcast station,music show win,the show","behind,youtube",ASSEMBLE24,Divine01,,MangoNim,,
2405279,2024.05.23 [MUSIC SHOW] M COUNTDOWN - tripleS - ‘Girls Never Die’,2024-05-23,Performance,tripleS - Girls Never Die #엠카운트다운 EP.844 | Mnet 240523 방송,0:03:37,https://youtu.be/HH1Owe_6UUE,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,girls never die,m countdown,music show","music show,performance,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405280,2024.05.23 [FANCAM] M COUNTDOWN - tripleS ‘Girls Never Die’,2024-05-23,Fancam,[MPD직캠] 트리플에스 직캠 8K 'Girls Never Die' (tripleS FanCam) | @MCOUNTDOWN_2024.5.23,0:03:49,https://youtu.be/6ZyXXlTyuzM,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","8K,assemble24,girls never die,m countdown,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405281,2024.05.23 [FANCAM] M COUNTDOWN - tripleS SeoYeon ‘Girls Never Die’,2024-05-23,Fancam,[MPD직캠] 트리플에스 서연 직캠 4K 'Girls Never Die' (tripleS SeoYeon FanCam) | @MCOUNTDOWN_2024.5.23,0:03:49,https://youtu.be/r2O0lrUhThI,,Seoyeon,"4K,assemble24,girls never die,m countdown,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405282,2024.05.23 [FANCAM] M COUNTDOWN - tripleS NaKyoung ‘Girls Never Die’,2024-05-23,Fancam,[MPD직캠] 트리플에스 나경 직캠 4K 'Girls Never Die' (tripleS NaKyoung FanCam) | @MCOUNTDOWN_2024.5.23,0:03:49,https://youtu.be/ppw-o71tftY,,Nakyoung,"4K,assemble24,girls never die,m countdown,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405283,2024.05.23 [FANCAM] M COUNTDOWN - tripleS Kotone ‘Girls Never Die’,2024-05-23,Fancam,[MPD직캠] 트리플에스 코토네 직캠 4K 'Girls Never Die' (tripleS Kotone FanCam) | @MCOUNTDOWN_2024.5.23,0:03:49,https://youtu.be/4JLc5niqtiI,,Kotone,"4K,assemble24,girls never die,m countdown,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405284,2024.05.23 [FANCAM] M COUNTDOWN - tripleS SoHyun ‘Girls Never Die’,2024-05-23,Fancam,[MPD직캠] 트리플에스 소현 직캠 4K 'Girls Never Die' (tripleS SoHyun FanCam) | @MCOUNTDOWN_2024.5.23,0:03:38,https://youtu.be/2E91UbFMrQk,,Sohyun,"4K,assemble24,girls never die,m countdown,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405285,2024.05.23 [FANCAM] M COUNTDOWN - tripleS Xinyu ‘Girls Never Die’,2024-05-23,Fancam,[MPD직캠] 트리플에스 신위 직캠 4K 'Girls Never Die' (tripleS Xinyu FanCam) | @MCOUNTDOWN_2024.5.23,0:03:49,https://youtu.be/iJj6ARV0830,,Xinyu,"4K,assemble24,girls never die,m countdown,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,Mnet K-POP,,
2405286,2024.05.23 [SHORTS] ‘Girls Never Die’ Challenge,2024-05-23,Shorts,Girls Never Die even shines against the light 💖 #tripleS #트리플에스,0:00:24,https://youtu.be/kuQZnCQIz4I,,"Dahyun,Hyerin,Jiyeon,Kaede,Kotone,Mayu,Seoah,Seoyeon,Shion,Soomin,Yeonji,Yubin","dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405287,2024.05.23 [SHORTS] ‘Girls Never Die’ Challenge with SooMin,2024-05-23,Shorts,The future of tripleS Shines Brighter☀️#tripleS #트리플에스 #トリプルS,0:00:21,https://youtu.be/7b7XgkOBPzY,,Soomin,"girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405288,2024.05.23 [BEHIND] tripleS ‘Girls Never Die’ MV Behind ep.05,2024-05-23,Behind,Welcome to the secret agit of tripleS! | EN | Girls Never Die MV ep.05,0:07:15,https://youtu.be/gc3IycSMy9s,YES,"Chaeyeon,Hyerin,Jiyeon,Kaede,Kotone,Seoah,Sullin,Yeonji,Yubin","behind,girls never die,music video shoot","behind,official,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405289,2024.05.24 [REALITY] 1theK: Badge War Complete Editon: Girls Never Die EP. 1,2024-05-24,Reality,48 Eyes on the Badge｜Badge War Complete Edition: Girls Never Die｜Badge War 2｜tripleS (EP. 1),0:39:48,https://youtu.be/aT-Euv1qj8s,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","1theK,badge war girls never die,competition,reality","reality,youtube",ASSEMBLE24,Divine01,EP.1,1theK Originals,,
2405290,2024.05.24 [SHORTS] ‘Girls Never Die’ MV Behind Recap,2024-05-24,Shorts,Fact: tripleS can film a MV while eating cup noodle🍜 #tripleS#트리플에스#トリプルS#ASSEMBLE24#Girls_Never_Die,0:00:43,https://youtu.be/kyney85B78A,YES,"Chaeyeon,Hyerin,Jiyeon,Kaede,Kotone,Seoah,Sullin,Yeonji,Yubin","behind,girls never die,music video shoot,ramyeon,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405291,2024.05.24 [SHORTS] tripleS at Korea University,2024-05-24,Shorts,Gonna Go All The Way To Korea University 🏃❤️ #tripleS #트리플에스 #トリプルS #ASSEMBLE24 #Girls_Never_Die,0:00:29,https://youtu.be/uOSDqEn1FzQ,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","girls never die,shorts,tiktok,university festival","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405292,2024.05.24 [BEHIND] tripleS ‘Girls Never Die’ MV Behind ep.06,2024-05-24,Behind,SoHyun soaring high up to the sky with crows ✈️ | EN | Girls Never Die MV ep.06,0:04:47,https://youtu.be/8wVem8Trnuw,YES,Sohyun,"behind,girls never die,music video shoot","behind,official,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405293,2024.05.24 [MUSIC SHOW] Music Bank - tripleS ‘Girls Never Die’,2024-05-24,Performance,Girls Never Die - tripleS トリプルエス 트리플에스 [Music Bank] | KBS WORLD TV 240524,0:03:32,https://youtu.be/iDgZ5bhIA7s,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,girls never die,music bank,music show,performance","music show,performance,youtube",ASSEMBLE24,Divine01,,ALL THE K-POP,,
2405294,2024.05.25 [SHORTS] ‘Girls Never Die’ MV Behind Recap,2024-05-25,Shorts,"With the wind and Sohyun, I can go anywhere 💙 #tripleS #트리플에스 #トリプルS #소현 #SoHyun #ASSEMBLE24 #Girls_Never_Die",0:00:40,https://youtu.be/7J2KgjktgkA,,Sohyun,"behind,girls never die,music video shoot,recap,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405295,2024.05.25 [SHORTS]  ‘Girls Never Die’ Challenge with WonJun (Boni Hani Reunion),2024-05-25,Shorts,Chaeyeon (Hani) & Wonjun (Boni) 👊🔥 #tripleS #트리플에스 #トリプルS #채연 #ChaeYeon#원준 #엘라스트,0:00:25,https://youtu.be/uTCFt4j0-lo,,Chaeyeon,"dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405296,"2024.05.25 [SHORTS]  ‘Girls Never Die’ Challenge with SeoYeon, NaKyoung, Xinyu & Jay Park",2024-05-25,Shorts,Never Die의 아이콘 Jay Park 선배님과!🤟🏻😎🤟🏻 #tripleS #트리플에스 #박재범 #JayPark #ASSEMBLE24,0:00:25,https://youtu.be/Wne2u7DnAh4,,"Nakyoung,Seoyeon,Xinyu","dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405297,2024.05.25 [SHORTS] ‘Girls Never Die’ Challenge with YuBin & DaHyun,2024-05-25,Shorts,"Twice as Dazzling, Shine Better 💖 #tripleS #트리플에스 #トリプルS #유빈 #YuBin #다현 #DaHyun #ASSEMBLE24 #Girls_Never_Die",0:00:19,https://youtu.be/62ni0Zv3YDc,,"Dahyun,Yubin","girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405298,2024.05.25 [WEB DRAMA] What's Up Ep.8,2024-05-25,Drama,Who the hell are you! [What's Up] Ep.8,0:06:59,https://youtu.be/unRH9ORJm1o,YES,Yooyeon,web drama,"drama,youtube",ASSEMBLE24,Divine01,8,MEME STUDIO,Yooyeon does not appear in ep. 9,
2405299,"2024.05.25 [VARIETY] 24 Members, You Memorize Everyone's Names, Right?",2024-05-25,Variety,"[ENG SUB] 24 Members, You Memorize Everyone's Names, Right? | tripleS Yooyeon & Jiyeon | New Space",0:12:55,https://youtu.be/YgDkGKO4vUo,YES,"Jiyeon,Yooyeon","fan-subbed,is 24 too many","variety,youtube",ASSEMBLE24,Divine01,,MangoNim,,
2405300,2024.05.25 [SIGNAL],2024-05-25,SIGNAL,Girls Never Die ASMR with no laugh Challenge! Girls Never Smile…? | EN | SIGNAL 240525,0:05:24,https://youtu.be/2ONpoEvNiI4,YES,"Hyerin,Seoah,Shion,Xinyu,Yubin","asmr,girls never die","official,youtube",ASSEMBLE24,Divine01,SIGNAL 523,tripleS official,,
2405301,2024.05.25 [MUSIC SHOW] Music Core tripleS ‘Girls Never Die’,2024-05-25,Performance,tripleS (트리플에스) - Girls Never Die | Show! MusicCore | MBC240525방송,0:03:29,https://youtu.be/-Us2XhXn254,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,girls never die,music core,music show","music show,performance,youtube",ASSEMBLE24,Divine01,,MBCkpop,,
2405302,2024.05.25 [FANCAM] Music Core tripleS ‘Girls Never Die’,2024-05-25,Fancam,[예능연구소] tripleS - Girls Never Die FullCam | Show! MusicCore | MBC240525onair,0:03:49,https://youtu.be/-VXU925P_C0,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","4K,assemble24,fancam,girls never die,music core,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,MBCkpop,,
2405303,2024.05.26 [MUSIC SHOW] Inkigayo - tripleS ‘Girls Never Die’,2024-05-26,Performance,tripleS (트리플에스) - Girls Never Die @인기가요 inkigayo 20240526,0:03:42,https://youtu.be/I7wjiJa02yc,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,girls never die,inkigayo,music show","music show,performance,youtube",ASSEMBLE24,Divine01,,SBS K-POP X INKIGAYO,,
2405304,2024.05.26 [FANCAM] Inkigayo - tripleS ‘Girls Never Die’ (FullCam),2024-05-26,Fancam,[안방1열 풀캠4K] 트리플에스 'Girls Never Die' (tripleS FullCam)│@SBS Inkigayo 240526,0:03:40,https://youtu.be/KkameGtrqos,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","assemble24,fancam,girls never die,inkigayo,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,SBS K-POP X INKIGAYO,,
2405305,2024.05.26 [FANCAM] Inkigayo - tripleS YooYeon ‘Girls Never Die’,2024-05-26,Fancam,[안방1열 직캠4K] 트리플에스 김유연 'Girls Never Die' (tripleS Kim YooYeon FanCam) @SBS Inkigayo 240526,0:03:48,https://youtu.be/8y9lGdB-Cuc,,Yooyeon,"4K,assemble24,fancam,girls never die,inkigayo,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,SBS K-POP ZOOM,,
2405306,2024.05.26 [FANCAM] Inkigayo - tripleS DaHyun ‘Girls Never Die’,2024-05-26,Fancam,[안방1열 직캠4K] 트리플에스 서다현 'Girls Never Die' (tripleS Seo DaHyun FanCam) @SBS Inkigayo 240526,0:03:52,https://youtu.be/UV78ZA3fwuE,,Dahyun,"4K,assemble24,fancam,girls never die,inkigayo,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,SBS K-POP ZOOM,,
2405307,2024.05.26 [FANCAM] Inkigayo - tripleS Xinyu ‘Girls Never Die’,2024-05-26,Fancam,[안방1열 직캠4K] 트리플에스 신위 'Girls Never Die' (tripleS Xinyu FanCam) @SBS Inkigayo 240526,0:03:55,https://youtu.be/-dG0uAi3QJs,,Xinyu,"4K,assemble24,fancam,girls never die,inkigayo,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,SBS K-POP ZOOM,,
2405308,2024.05.26 [FANCAM] Inkigayo - tripleS HaYeon ‘Girls Never Die’,2024-05-26,Fancam,[안방1열 직캠4K] 트리플에스 정하연 'Girls Never Die' (tripleS Jeong HaYeon FanCam) @SBS Inkigayo 240526,0:03:57,https://youtu.be/9yyHcaWcVrQ,,Hayeon,"4K,assemble24,fancam,girls never die,inkigayo,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,SBS K-POP ZOOM,,
2405309,2024.05.26 [FANCAM] Inkigayo - tripleS JiYeon ‘Girls Never Die’,2024-05-26,Fancam,[안방1열 직캠4K] 트리플에스 지연 'Girls Never Die' (tripleS JiYeon FanCam) @SBS Inkigayo 240526,0:04:14,https://youtu.be/MeeTzY9efMs,,Jiyeon,"4K,assemble24,fancam,girls never die,inkigayo,music show","fancam,music show,youtube",ASSEMBLE24,Divine01,,SBS K-POP ZOOM,,
2405310,2024.05.26 [SHORTS]  ‘Girls Never Die’ Challenge with Kotone & ChaeWon,2024-05-26,Shorts,Let's Become 'One' 👊💕 #tripleS #트리플에스 #トリプルS#코토네 #Kotone #채원 #ChaeWon,0:00:22,https://youtu.be/tEblU8rgZUU,,"Chaewon,Kotone","dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405311,"2024.05.26 [SHORTS] ‘Girls Never Die’ Challenge with SeoYeon, Kotone + ARTMS HeeJin & Choerry",2024-05-26,Shorts,Virtual Angel Never Die🪽💘 #tripleS #트리플에스 #서연 #코토네 #Girls_Never_Die #ARTMS #희진 #HeeJin #최리 #Choerry,0:00:26,https://youtu.be/bLUeBfqGogc,,"Kotone,Seoyeon","artms,dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405312,"2024.05.26 [SHORTS] ‘Girls Never Die’ Challenge with SeoYeon, ChaeWon & Jo Yuri",2024-05-26,Shorts,조유리 선배님과 Girls Never Die 챌린지!🐶 #tripleS #트리플에스#SeoYeon #ChaeWon #조유리 #JOYURI #Girls_Never_Die,0:00:24,https://youtu.be/dZpr-i2qatA,,"Chaewon,Seoyeon","dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405313,2024.05.26 [SecretBase] KimSooMin,2024-05-26,SecretBase,SecretBase 240524 KimSooMin.SSS [EN],0:05:29,https://youtu.be/-GnJzaXfXrk,YES,Soomin,"assemble24,self-cam","official,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405314,"2024.05.26 [RADIO] tripleS on Cultwo Show with SeoYeon, YuBin, Nien, SoHyun",2024-05-26,"Interview,Radio","[ENG SUB] tripleS Cultwo Show | Seoyeon, Yubin, Nien, Sohyun | 240526",0:22:38,https://youtu.be/fQeOqbpcr5M,YES,"Nien,Seoyeon,Sohyun,Yubin","assemble24,fan-subbed,interview,radio","interview,radio,youtube",ASSEMBLE24,Divine01,,MangoNim,,
2405315,2024.05.27 [SHORTS] ‘Girls Never Die’ Challenge with HaYeon & SeoAh,2024-05-27,Shorts,Cuteness Never Die 💕 #tripleS #트리플에스 #トリプルS #하연 #HaYeon #서아 #SeoAh #ASSEMBLE24 #Girls_Never_Die,0:00:20,https://youtu.be/0OUf7SkU4Eg,,"Hayeon,Seoah","girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405316,2024.05.27 [SHORTS] ‘Girls Never Die’ Challenge with Maknaez & Baby Dancers,2024-05-27,Shorts,Baby Never Die 👶🔥 #tripleS #트리플에스 #연지 #YeonJi #주빈 #JooBin #서아 #SeoAh #ASSEMBLE24 #Girls_Never_Die,0:00:28,https://youtu.be/Hl_WYu4045I,,"Joobin,Seoah,Yeonji","dance challenge,girls never die,shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405317,2024.05.27 [SHORTS] Rockstar JooBin,2024-05-27,Shorts,Baby JooBin's rock star moment 🎸💥 #tripleS #트리플에스 #トリプルS #주빈 #JooBin #ASSEMBLE24 #Girls_Never_Die,0:00:32,https://youtu.be/hmvtfYdNwnA,,Joobin,"S,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2405318,2024.05.27 [SHORTS] ‘Girls Never Die’ MV Behind Recap,2024-05-27,Shorts,tripleS Never Stop being cute even in graveyard😖💕 #tripleS #트리플에스 #トリプルS #ASSEMBLE24 #Girls_Never_Die,0:00:48,https://youtu.be/xqWmplYIFw8,,Hayeon,"behind,girls never die,music video shoot,recap,shorts,tiktok","official,shorts,tiktok,youtube",ASSEMBLE24,Divine01,,tripleS official,,
